customer_id,recency_invoice,frequency,total_spending,R_score,F_score,S_score,RFS_code,RFS_total,RFS_segment
8135,10726026.0,2.0,24578.0,4,2,4,424,10,High Spenders
8136,10468180.0,1.0,10535.0,4,1,1,411,6,Hibernating
8137,9566573.0,4.0,23205.0,3,4,4,344,11,High Spenders
8138,11785061.0,4.0,41491.0,5,4,5,545,14,Champions
8140,,,13954.0,,,2,---,2,No Basket History
8141,11856482.0,4.0,32673.0,5,4,5,545,14,Champions
8143,11358492.0,3.0,16500.0,4,3,2,432,9,Promising
8144,10582424.0,3.0,12793.0,4,3,1,431,8,Promising
8145,8920549.0,5.0,31232.0,3,4,4,344,11,High Spenders
8146,10434179.0,4.0,23454.0,4,4,4,444,12,High Spenders
8147,6961364.0,4.0,30431.0,2,4,4,244,10,High Spenders
8148,11851815.0,5.0,27135.0,5,4,4,544,13,Champions
8149,,,30559.0,,,4,---,4,No Basket History
8150,1211837.0,1.0,47218.0,1,1,5,115,7,At Risk
8151,,,8265.0,,,1,---,1,No Basket History
8153,8703414.0,1.0,17600.0,2,1,2,212,5,Hibernating
8154,2751072.0,1.0,41177.0,1,1,5,115,7,At Risk
8157,,,19565.0,,,3,---,3,No Basket History
8158,9753180.0,1.0,19173.0,3,1,3,313,7,At Risk
8159,7058882.0,3.0,3421.0,2,3,1,231,6,Hibernating
8160,10407481.0,5.0,12448.0,4,4,1,441,9,Promising
8161,9535624.0,7.0,8263.0,3,5,1,351,9,Need Attention
8162,8179594.0,3.0,14559.0,2,3,2,232,7,Need Attention
8163,11255240.0,7.0,16473.0,4,5,2,452,11,Loyal Visitors
8164,12035829.0,2.0,14101.0,5,2,2,522,9,Promising
8165,6743765.0,1.0,66006.0,2,1,5,215,8,At Risk
8166,5228054.0,3.0,18627.0,1,3,3,133,7,Need Attention
8167,11802450.0,3.0,26827.0,5,3,4,534,12,High Spenders
8168,11958793.0,9.0,28449.0,5,5,4,554,14,Champions
8170,8007320.0,5.0,27570.0,2,4,4,244,10,High Spenders
8171,7228071.0,1.0,14579.0,2,1,2,212,5,Hibernating
8172,1935999.0,1.0,28396.0,1,1,4,114,6,Hibernating
8173,10520683.0,4.0,8239.0,4,4,1,441,9,Promising
8174,8770420.0,1.0,21946.0,2,1,3,213,6,Hibernating
8175,8408393.0,1.0,42180.0,2,1,5,215,8,At Risk
8176,9272471.0,2.0,23393.0,3,2,4,324,9,At Risk
8177,11299174.0,6.0,21583.0,4,5,3,453,12,Loyal Visitors
8178,1037264.0,1.0,22296.0,1,1,3,113,5,Hibernating
8179,4660058.0,1.0,36288.0,1,1,5,115,7,At Risk
8181,11158646.0,1.0,44791.0,4,1,5,415,10,High Spenders
8182,12036213.0,7.0,31412.0,5,5,4,554,14,Champions
8183,12016208.0,9.0,34369.0,5,5,5,555,15,Champions
8184,7556914.0,1.0,28034.0,2,1,4,214,7,At Risk
8186,10401002.0,4.0,38012.0,4,4,5,445,13,Champions
8187,11825355.0,4.0,51493.0,5,4,5,545,14,Champions
8188,8444614.0,3.0,17871.0,2,3,3,233,8,Need Attention
8190,6291793.0,1.0,20757.0,2,1,3,213,6,Hibernating
8192,11360390.0,5.0,7461.0,4,4,1,441,9,Promising
8193,9043634.0,6.0,12725.0,3,5,1,351,9,Need Attention
8194,10504046.0,10.0,18417.0,4,5,3,453,12,Loyal Visitors
8195,7608351.0,2.0,89165.0,2,2,5,225,9,At Risk
8197,10989681.0,2.0,11143.0,4,2,1,421,7,Promising
8198,8713263.0,4.0,19459.0,2,4,3,243,9,Need Attention
8199,7701784.0,6.0,32805.0,2,5,5,255,12,High Spenders
8200,10425540.0,3.0,16641.0,4,3,2,432,9,Promising
8203,10765641.0,3.0,11658.0,4,3,1,431,8,Promising
8204,10857277.0,3.0,23194.0,4,3,4,434,11,High Spenders
8206,4076518.0,1.0,17280.0,1,1,2,112,4,Hibernating
8207,10862743.0,3.0,18326.0,4,3,3,433,10,Loyal Visitors
8208,,,8885.0,,,1,---,1,No Basket History
8209,11429530.0,1.0,15350.0,4,1,2,412,7,Promising
8210,6316875.0,1.0,27475.0,2,1,4,214,7,At Risk
8211,5656570.0,2.0,19295.0,1,2,3,123,6,Hibernating
8212,12181016.0,12.0,20977.0,5,5,3,553,13,Champions
8213,12079426.0,5.0,16458.0,5,4,2,542,11,Loyal Visitors
8214,11489117.0,9.0,21714.0,5,5,3,553,13,Champions
8215,8864789.0,2.0,13311.0,3,2,1,321,6,Hibernating
8216,8239272.0,7.0,17629.0,2,5,3,253,10,Loyal Visitors
8217,665007.0,1.0,13569.0,1,1,2,112,4,Hibernating
8220,4463144.0,1.0,73761.0,1,1,5,115,7,At Risk
8221,1152696.0,1.0,42343.0,1,1,5,115,7,At Risk
8222,,,19089.0,,,3,---,3,No Basket History
8223,6723435.0,1.0,30452.0,2,1,4,214,7,At Risk
8224,10852782.0,2.0,13973.0,4,2,2,422,8,Promising
8225,,,4936.0,,,1,---,1,No Basket History
8226,10043430.0,3.0,24462.0,3,3,4,334,10,High Spenders
8227,11007294.0,2.0,15481.0,4,2,2,422,8,Promising
8228,11886900.0,3.0,16493.0,5,3,2,532,10,Loyal Visitors
8229,11835079.0,5.0,11677.0,5,4,1,541,10,Loyal Visitors
8231,1663259.0,4.0,19015.0,1,4,3,143,8,Need Attention
8232,7542908.0,2.0,16903.0,2,2,2,222,6,Hibernating
8233,10086301.0,1.0,17480.0,3,1,2,312,6,Hibernating
8234,1487882.0,1.0,17076.0,1,1,2,112,4,Hibernating
8235,8171934.0,5.0,21265.0,2,4,3,243,9,Need Attention
8236,11969007.0,5.0,30477.0,5,4,4,544,13,Champions
8237,9585535.0,1.0,13755.0,3,1,2,312,6,Hibernating
8239,4951045.0,2.0,34544.0,1,2,5,125,8,At Risk
8242,7835050.0,4.0,23958.0,2,4,4,244,10,High Spenders
8243,11821382.0,2.0,10723.0,5,2,1,521,8,Promising
8244,10650837.0,7.0,16637.0,4,5,2,452,11,Loyal Visitors
8245,8852148.0,2.0,13938.0,3,2,2,322,7,At Risk
8246,7511005.0,3.0,32881.0,2,3,5,235,10,High Spenders
8247,9939932.0,3.0,49575.0,3,3,5,335,11,High Spenders
8248,,,13986.0,,,2,---,2,No Basket History
8250,,,11638.0,,,1,---,1,No Basket History
8251,,,41628.0,,,5,---,5,No Basket History
8252,10902808.0,2.0,22124.0,4,2,3,423,9,Promising
8253,,,69774.0,,,5,---,5,No Basket History
8254,4004928.0,1.0,11118.0,1,1,1,111,3,Hibernating
8255,4109747.0,1.0,14133.0,1,1,2,112,4,Hibernating
8256,11054405.0,6.0,28284.0,4,5,4,454,13,Champions
8257,10822484.0,2.0,29645.0,4,2,4,424,10,High Spenders
8258,11124774.0,5.0,16321.0,4,4,2,442,10,Loyal Visitors
8259,4790859.0,1.0,33559.0,1,1,5,115,7,At Risk
8260,,,23133.0,,,4,---,4,No Basket History
8261,6438223.0,1.0,16862.0,2,1,2,212,5,Hibernating
8262,9451447.0,2.0,8930.0,3,2,1,321,6,Hibernating
8263,9768755.0,1.0,30153.0,3,1,4,314,8,At Risk
8265,,,26471.0,,,4,---,4,No Basket History
8266,3665612.0,1.0,19656.0,1,1,3,113,5,Hibernating
8267,,,19211.0,,,3,---,3,No Basket History
8268,5789689.0,3.0,19820.0,1,3,3,133,7,Need Attention
8269,,,9533.0,,,1,---,1,No Basket History
8270,10509159.0,1.0,17839.0,4,1,3,413,8,Promising
8271,,,47287.0,,,5,---,5,No Basket History
8273,9941413.0,3.0,19461.0,3,3,3,333,9,Need Attention
8274,,,3634.0,,,1,---,1,No Basket History
8275,11846379.0,5.0,23630.0,5,4,4,544,13,Champions
8276,7820460.0,2.0,20849.0,2,2,3,223,7,At Risk
8277,11962747.0,6.0,21249.0,5,5,3,553,13,Champions
8279,,,13195.0,,,1,---,1,No Basket History
8280,11454480.0,4.0,41330.0,4,4,5,445,13,Champions
8281,9087609.0,3.0,10526.0,3,3,1,331,7,Need Attention
8282,8285063.0,3.0,14320.0,2,3,2,232,7,Need Attention
8283,11639385.0,5.0,13161.0,5,4,1,541,10,Loyal Visitors
8284,9341894.0,3.0,18358.0,3,3,3,333,9,Need Attention
8285,11090584.0,3.0,56072.0,4,3,5,435,12,High Spenders
8287,7949869.0,4.0,23156.0,2,4,4,244,10,High Spenders
8288,7087823.0,1.0,11035.0,2,1,1,211,4,Hibernating
8289,8479357.0,2.0,15087.0,2,2,2,222,6,Hibernating
8290,6591446.0,2.0,15883.0,2,2,2,222,6,Hibernating
8291,11818914.0,7.0,23861.0,5,5,4,554,14,Champions
8292,9955894.0,2.0,31686.0,3,2,4,324,9,At Risk
8294,,,19495.0,,,3,---,3,No Basket History
8295,11634257.0,3.0,55389.0,5,3,5,535,13,Champions
8296,11180774.0,3.0,32787.0,4,3,5,435,12,High Spenders
8297,12169259.0,4.0,23929.0,5,4,4,544,13,Champions
8298,,,47169.0,,,5,---,5,No Basket History
8300,,,11097.0,,,1,---,1,No Basket History
8301,4177293.0,1.0,19458.0,1,1,3,113,5,Hibernating
8302,4198491.0,1.0,46253.0,1,1,5,115,7,At Risk
8303,10474882.0,5.0,21482.0,4,4,3,443,11,Loyal Visitors
8304,,,14886.0,,,2,---,2,No Basket History
8305,6040778.0,1.0,9433.0,1,1,1,111,3,Hibernating
8306,,,19191.0,,,3,---,3,No Basket History
8307,10744216.0,4.0,24832.0,4,4,4,444,12,High Spenders
8309,10377829.0,8.0,9618.0,3,5,1,351,9,Need Attention
8310,5914602.0,1.0,34127.0,1,1,5,115,7,At Risk
8311,10388967.0,2.0,16202.0,3,2,2,322,7,At Risk
8312,8296614.0,3.0,27807.0,2,3,4,234,9,Need Attention
8313,11019976.0,10.0,32257.0,4,5,5,455,14,Champions
8314,8072031.0,4.0,13170.0,2,4,1,241,7,Need Attention
8316,4533525.0,1.0,52491.0,1,1,5,115,7,At Risk
8317,,,13340.0,,,1,---,1,No Basket History
8318,11779843.0,6.0,17033.0,5,5,2,552,12,Loyal Visitors
8319,,,49155.0,,,5,---,5,No Basket History
8321,7739915.0,2.0,68611.0,2,2,5,225,9,At Risk
8322,9912519.0,1.0,28832.0,3,1,4,314,8,At Risk
8323,11873769.0,9.0,43833.0,5,5,5,555,15,Champions
8324,8401554.0,4.0,52647.0,2,4,5,245,11,High Spenders
8325,,,16715.0,,,2,---,2,No Basket History
8326,4349872.0,1.0,10806.0,1,1,1,111,3,Hibernating
8327,3493878.0,1.0,18600.0,1,1,3,113,5,Hibernating
8328,,,14063.0,,,2,---,2,No Basket History
8329,2106693.0,1.0,18282.0,1,1,3,113,5,Hibernating
8331,9116729.0,5.0,12789.0,3,4,1,341,8,Need Attention
8333,11990604.0,3.0,18663.0,5,3,3,533,11,Loyal Visitors
8334,11578627.0,1.0,35039.0,5,1,5,515,11,High Spenders
8335,10582151.0,5.0,13520.0,4,4,2,442,10,Loyal Visitors
8336,2625082.0,1.0,50779.0,1,1,5,115,7,At Risk
8337,10611926.0,4.0,35362.0,4,4,5,445,13,Champions
8338,8349809.0,3.0,22843.0,2,3,3,233,8,Need Attention
8339,3333545.0,1.0,5992.0,1,1,1,111,3,Hibernating
8340,,,13811.0,,,2,---,2,No Basket History
8341,9666543.0,1.0,11834.0,3,1,1,311,5,Hibernating
8342,3919010.0,1.0,48001.0,1,1,5,115,7,At Risk
8343,450741.0,1.0,23159.0,1,1,4,114,6,Hibernating
8344,11566849.0,4.0,63537.0,5,4,5,545,14,Champions
8345,6534640.0,2.0,26400.0,2,2,4,224,8,At Risk
8346,11854303.0,4.0,18771.0,5,4,3,543,12,Loyal Visitors
8347,11830816.0,4.0,15295.0,5,4,2,542,11,Loyal Visitors
8349,11809294.0,3.0,14366.0,5,3,2,532,10,Loyal Visitors
8350,11725559.0,8.0,11419.0,5,5,1,551,11,Loyal Visitors
8351,9138686.0,5.0,13649.0,3,4,2,342,9,Need Attention
8352,10887073.0,4.0,24481.0,4,4,4,444,12,High Spenders
8353,,,24778.0,,,4,---,4,No Basket History
8354,2122614.0,1.0,47618.0,1,1,5,115,7,At Risk
8355,10510636.0,3.0,50100.0,4,3,5,435,12,High Spenders
8356,11290316.0,1.0,21260.0,4,1,3,413,8,Promising
8357,10009299.0,3.0,22317.0,3,3,3,333,9,Need Attention
8359,9946227.0,6.0,21836.0,3,5,3,353,11,Loyal Visitors
8362,11513478.0,3.0,17317.0,5,3,2,532,10,Loyal Visitors
8363,10424995.0,4.0,13841.0,4,4,2,442,10,Loyal Visitors
8365,9548926.0,7.0,10575.0,3,5,1,351,9,Need Attention
8366,10936119.0,3.0,22313.0,4,3,3,433,10,Loyal Visitors
8367,5660436.0,2.0,20677.0,1,2,3,123,6,Hibernating
8368,10254951.0,7.0,35935.0,3,5,5,355,13,Champions
8369,,,28123.0,,,4,---,4,No Basket History
8370,12123716.0,3.0,8611.0,5,3,1,531,9,Promising
8371,4950132.0,4.0,25474.0,1,4,4,144,9,Need Attention
8372,,,14205.0,,,2,---,2,No Basket History
8376,927187.0,1.0,32602.0,1,1,5,115,7,At Risk
8377,9165414.0,4.0,22754.0,3,4,3,343,10,Loyal Visitors
8378,12173654.0,2.0,14729.0,5,2,2,522,9,Promising
8379,12029644.0,5.0,10822.0,5,4,1,541,10,Loyal Visitors
8381,10345986.0,4.0,48302.0,3,4,5,345,12,High Spenders
8382,11167219.0,5.0,27878.0,4,4,4,444,12,High Spenders
8383,9093628.0,7.0,28584.0,3,5,4,354,12,High Spenders
8384,11974752.0,14.0,14644.0,5,5,2,552,12,Loyal Visitors
8385,3960352.0,3.0,31509.0,1,3,4,134,8,Need Attention
8386,5112081.0,3.0,29033.0,1,3,4,134,8,Need Attention
8387,11290477.0,7.0,35890.0,4,5,5,455,14,Champions
8388,10364607.0,1.0,51395.0,3,1,5,315,9,At Risk
8389,1468883.0,1.0,25155.0,1,1,4,114,6,Hibernating
8390,11877219.0,10.0,14693.0,5,5,2,552,12,Loyal Visitors
8391,12185335.0,3.0,26035.0,5,3,4,534,12,High Spenders
8392,11875770.0,2.0,12383.0,5,2,1,521,8,Promising
8394,12019201.0,12.0,24791.0,5,5,4,554,14,Champions
8395,,,9010.0,,,1,---,1,No Basket History
8396,11233383.0,6.0,21736.0,4,5,3,453,12,Loyal Visitors
8398,6472727.0,3.0,17100.0,2,3,2,232,7,Need Attention
8400,9108032.0,4.0,18445.0,3,4,3,343,10,Loyal Visitors
8401,7476551.0,3.0,10269.0,2,3,1,231,6,Hibernating
8403,8481159.0,4.0,40670.0,2,4,5,245,11,High Spenders
8404,6877955.0,3.0,16088.0,2,3,2,232,7,Need Attention
8405,10954101.0,5.0,8470.0,4,4,1,441,9,Promising
8406,,,27426.0,,,4,---,4,No Basket History
8407,10673155.0,3.0,28631.0,4,3,4,434,11,High Spenders
8408,8481624.0,4.0,35269.0,2,4,5,245,11,High Spenders
8409,,,14631.0,,,2,---,2,No Basket History
8410,,,12894.0,,,1,---,1,No Basket History
8411,821942.0,1.0,21521.0,1,1,3,113,5,Hibernating
8412,12217541.0,1.0,34103.0,5,1,5,515,11,High Spenders
8413,11403379.0,7.0,5428.0,4,5,1,451,10,Loyal Visitors
8414,,,25422.0,,,4,---,4,No Basket History
8415,,,37868.0,,,5,---,5,No Basket History
8416,11878574.0,12.0,28177.0,5,5,4,554,14,Champions
8419,7925003.0,3.0,12401.0,2,3,1,231,6,Hibernating
8420,12002286.0,11.0,15688.0,5,5,2,552,12,Loyal Visitors
8422,10073862.0,2.0,37344.0,3,2,5,325,10,High Spenders
8423,9130540.0,3.0,26479.0,3,3,4,334,10,High Spenders
8424,9351700.0,3.0,30418.0,3,3,4,334,10,High Spenders
8425,5828231.0,3.0,15019.0,1,3,2,132,6,Hibernating
8426,11632307.0,2.0,8210.0,5,2,1,521,8,Promising
8427,8483822.0,6.0,20313.0,2,5,3,253,10,Loyal Visitors
8428,11335712.0,5.0,23880.0,4,4,4,444,12,High Spenders
8429,10931876.0,13.0,20268.0,4,5,3,453,12,Loyal Visitors
8431,,,75112.0,,,5,---,5,No Basket History
8433,,,53057.0,,,5,---,5,No Basket History
8434,11879474.0,3.0,19184.0,5,3,3,533,11,Loyal Visitors
8435,7774994.0,6.0,19864.0,2,5,3,253,10,Loyal Visitors
8436,10611548.0,3.0,26439.0,4,3,4,434,11,High Spenders
8437,10967217.0,2.0,16710.0,4,2,2,422,8,Promising
8438,10696776.0,3.0,6372.0,4,3,1,431,8,Promising
8439,11121057.0,4.0,53789.0,4,4,5,445,13,Champions
8440,3082768.0,1.0,19151.0,1,1,3,113,5,Hibernating
8441,9409934.0,1.0,23391.0,3,1,4,314,8,At Risk
8442,7452893.0,2.0,9477.0,2,2,1,221,5,Hibernating
8443,5510318.0,2.0,13095.0,1,2,1,121,4,Hibernating
8445,6669074.0,4.0,11315.0,2,4,1,241,7,Need Attention
8446,10022676.0,4.0,25117.0,3,4,4,344,11,High Spenders
8447,6129086.0,2.0,43187.0,2,2,5,225,9,At Risk
8449,12208539.0,9.0,6561.0,5,5,1,551,11,Loyal Visitors
8450,1619798.0,1.0,28336.0,1,1,4,114,6,Hibernating
8451,5373244.0,1.0,15912.0,1,1,2,112,4,Hibernating
8452,2680400.0,1.0,21301.0,1,1,3,113,5,Hibernating
8453,,,6315.0,,,1,---,1,No Basket History
8455,9127738.0,2.0,24921.0,3,2,4,324,9,At Risk
8456,10929276.0,10.0,18314.0,4,5,3,453,12,Loyal Visitors
8457,1181797.0,1.0,19127.0,1,1,3,113,5,Hibernating
8458,10829262.0,2.0,45933.0,4,2,5,425,11,High Spenders
8459,11915273.0,4.0,18710.0,5,4,3,543,12,Loyal Visitors
8460,5774619.0,1.0,42799.0,1,1,5,115,7,At Risk
8461,5559991.0,1.0,12635.0,1,1,1,111,3,Hibernating
8463,8709605.0,3.0,20235.0,2,3,3,233,8,Need Attention
8464,7906620.0,2.0,20061.0,2,2,3,223,7,At Risk
8465,10368519.0,3.0,33839.0,3,3,5,335,11,High Spenders
8466,,,7802.0,,,1,---,1,No Basket History
8467,11793874.0,6.0,12366.0,5,5,1,551,11,Loyal Visitors
8468,12054733.0,2.0,14817.0,5,2,2,522,9,Promising
8470,11408518.0,5.0,11344.0,4,4,1,441,9,Promising
8471,,,23237.0,,,4,---,4,No Basket History
8472,9553314.0,7.0,37924.0,3,5,5,355,13,Champions
8473,11224294.0,3.0,10902.0,4,3,1,431,8,Promising
8474,11211169.0,3.0,24570.0,4,3,4,434,11,High Spenders
8475,7036322.0,1.0,36865.0,2,1,5,215,8,At Risk
8476,8430770.0,4.0,16001.0,2,4,2,242,8,Need Attention
8477,10935898.0,4.0,10449.0,4,4,1,441,9,Promising
8478,4996170.0,1.0,13444.0,1,1,2,112,4,Hibernating
8479,7814230.0,2.0,8168.0,2,2,1,221,5,Hibernating
8480,12148514.0,4.0,14762.0,5,4,2,542,11,Loyal Visitors
8481,11500681.0,5.0,15905.0,5,4,2,542,11,Loyal Visitors
8482,9340543.0,4.0,71363.0,3,4,5,345,12,High Spenders
8485,4471465.0,1.0,18190.0,1,1,3,113,5,Hibernating
8486,11065601.0,7.0,16929.0,4,5,2,452,11,Loyal Visitors
8487,7070578.0,1.0,36339.0,2,1,5,215,8,At Risk
8488,7470585.0,1.0,44126.0,2,1,5,215,8,At Risk
8489,9355867.0,2.0,31920.0,3,2,4,324,9,At Risk
8490,11740853.0,12.0,12659.0,5,5,1,551,11,Loyal Visitors
8492,,,11216.0,,,1,---,1,No Basket History
8493,9288160.0,5.0,21163.0,3,4,3,343,10,Loyal Visitors
8494,9622390.0,4.0,42712.0,3,4,5,345,12,High Spenders
8495,8706746.0,2.0,18734.0,2,2,3,223,7,At Risk
8496,1950572.0,1.0,34894.0,1,1,5,115,7,At Risk
8497,2420578.0,2.0,7094.0,1,2,1,121,4,Hibernating
8499,3570174.0,2.0,11100.0,1,2,1,121,4,Hibernating
8500,9442271.0,3.0,23793.0,3,3,4,334,10,High Spenders
8501,1146755.0,1.0,62973.0,1,1,5,115,7,At Risk
8502,10593560.0,4.0,28810.0,4,4,4,444,12,High Spenders
8503,10484847.0,2.0,42440.0,4,2,5,425,11,High Spenders
8504,8312778.0,2.0,22241.0,2,2,3,223,7,At Risk
8506,11350397.0,7.0,43714.0,4,5,5,455,14,Champions
8507,9867280.0,6.0,51906.0,3,5,5,355,13,Champions
8508,,,32068.0,,,4,---,4,No Basket History
8509,10604555.0,12.0,71494.0,4,5,5,455,14,Champions
8511,1903414.0,1.0,18356.0,1,1,3,113,5,Hibernating
8512,12098146.0,4.0,16166.0,5,4,2,542,11,Loyal Visitors
8513,7427528.0,1.0,15895.0,2,1,2,212,5,Hibernating
8514,1241907.0,1.0,21773.0,1,1,3,113,5,Hibernating
8515,12128330.0,7.0,38069.0,5,5,5,555,15,Champions
8517,7759669.0,2.0,43656.0,2,2,5,225,9,At Risk
8518,9532536.0,4.0,23639.0,3,4,4,344,11,High Spenders
8519,12143294.0,8.0,10079.0,5,5,1,551,11,Loyal Visitors
8520,10301267.0,2.0,16774.0,3,2,2,322,7,At Risk
8521,,,3158.0,,,1,---,1,No Basket History
8522,7337493.0,2.0,39017.0,2,2,5,225,9,At Risk
8523,12152182.0,7.0,29699.0,5,5,4,554,14,Champions
8525,8969668.0,1.0,14619.0,3,1,2,312,6,Hibernating
8527,5861896.0,4.0,15500.0,1,4,2,142,7,Need Attention
8530,1789091.0,1.0,20475.0,1,1,3,113,5,Hibernating
8531,11902980.0,6.0,13134.0,5,5,1,551,11,Loyal Visitors
8532,,,38146.0,,,5,---,5,No Basket History
8533,6863840.0,4.0,25336.0,2,4,4,244,10,High Spenders
8534,1372978.0,1.0,47308.0,1,1,5,115,7,At Risk
8535,9093222.0,2.0,9076.0,3,2,1,321,6,Hibernating
8536,11748761.0,8.0,55998.0,5,5,5,555,15,Champions
8537,10868501.0,6.0,17502.0,4,5,2,452,11,Loyal Visitors
8538,11852267.0,3.0,22190.0,5,3,3,533,11,Loyal Visitors
8539,,,9476.0,,,1,---,1,No Basket History
8540,11822863.0,7.0,11026.0,5,5,1,551,11,Loyal Visitors
8541,6534502.0,3.0,34268.0,2,3,5,235,10,High Spenders
8542,10916456.0,3.0,46951.0,4,3,5,435,12,High Spenders
8544,9410298.0,3.0,17849.0,3,3,3,333,9,Need Attention
8546,12202993.0,3.0,13833.0,5,3,2,532,10,Loyal Visitors
8548,8748418.0,2.0,7948.0,2,2,1,221,5,Hibernating
8549,7794005.0,1.0,21149.0,2,1,3,213,6,Hibernating
8550,12034901.0,9.0,11975.0,5,5,1,551,11,Loyal Visitors
8551,3086059.0,1.0,33313.0,1,1,5,115,7,At Risk
8552,8697477.0,4.0,21220.0,2,4,3,243,9,Need Attention
8553,11403098.0,22.0,27019.0,4,5,4,454,13,Champions
8555,11016476.0,7.0,14985.0,4,5,2,452,11,Loyal Visitors
8556,2263348.0,1.0,14504.0,1,1,2,112,4,Hibernating
8557,,,27216.0,,,4,---,4,No Basket History
8558,7710063.0,1.0,17767.0,2,1,3,213,6,Hibernating
8559,3361159.0,1.0,17354.0,1,1,2,112,4,Hibernating
8560,10799882.0,1.0,36601.0,4,1,5,415,10,High Spenders
8561,11147074.0,2.0,14527.0,4,2,2,422,8,Promising
8562,5780353.0,1.0,20172.0,1,1,3,113,5,Hibernating
8564,4328307.0,2.0,13843.0,1,2,2,122,5,Hibernating
8565,11813249.0,1.0,28914.0,5,1,4,514,10,High Spenders
8566,3475601.0,2.0,27244.0,1,2,4,124,7,At Risk
8567,4114672.0,1.0,45851.0,1,1,5,115,7,At Risk
8569,7369346.0,2.0,31616.0,2,2,4,224,8,At Risk
8571,4900711.0,2.0,16536.0,1,2,2,122,5,Hibernating
8572,8737805.0,3.0,13516.0,2,3,2,232,7,Need Attention
8573,6447474.0,4.0,20279.0,2,4,3,243,9,Need Attention
8575,,,17184.0,,,2,---,2,No Basket History
8576,11073398.0,11.0,15087.0,4,5,2,452,11,Loyal Visitors
8577,,,13485.0,,,2,---,2,No Basket History
8578,4172536.0,3.0,17083.0,1,3,2,132,6,Hibernating
8579,,,24524.0,,,4,---,4,No Basket History
8580,10292162.0,7.0,18349.0,3,5,3,353,11,Loyal Visitors
8582,9975957.0,1.0,19747.0,3,1,3,313,7,At Risk
8583,7745484.0,2.0,15557.0,2,2,2,222,6,Hibernating
8584,10120824.0,9.0,11006.0,3,5,1,351,9,Need Attention
8585,6899082.0,8.0,7805.0,2,5,1,251,8,Need Attention
8587,8784196.0,4.0,12695.0,2,4,1,241,7,Need Attention
8588,,,18365.0,,,3,---,3,No Basket History
8589,9761127.0,6.0,45004.0,3,5,5,355,13,Champions
8590,11562404.0,17.0,17387.0,5,5,2,552,12,Loyal Visitors
8591,8441852.0,4.0,21218.0,2,4,3,243,9,Need Attention
8592,6547337.0,4.0,45844.0,2,4,5,245,11,High Spenders
8593,11255952.0,4.0,19714.0,4,4,3,443,11,Loyal Visitors
8594,2096833.0,1.0,13773.0,1,1,2,112,4,Hibernating
8595,,,39913.0,,,5,---,5,No Basket History
8597,291442.0,1.0,19929.0,1,1,3,113,5,Hibernating
8598,11486653.0,1.0,52522.0,5,1,5,515,11,High Spenders
8601,12187660.0,2.0,15189.0,5,2,2,522,9,Promising
8603,5934495.0,2.0,55835.0,1,2,5,125,8,At Risk
8604,11963437.0,7.0,19553.0,5,5,3,553,13,Champions
8605,8253684.0,4.0,32510.0,2,4,5,245,11,High Spenders
8607,11456158.0,1.0,24240.0,4,1,4,414,9,Promising
8608,8056778.0,2.0,17293.0,2,2,2,222,6,Hibernating
8609,11513463.0,9.0,30594.0,5,5,4,554,14,Champions
8610,8053718.0,2.0,16198.0,2,2,2,222,6,Hibernating
8611,10376608.0,7.0,10759.0,3,5,1,351,9,Need Attention
8612,6963216.0,1.0,10923.0,2,1,1,211,4,Hibernating
8613,,,58546.0,,,5,---,5,No Basket History
8615,5854575.0,1.0,22329.0,1,1,3,113,5,Hibernating
8616,6050773.0,4.0,27758.0,1,4,4,144,9,Need Attention
8617,11592376.0,8.0,6063.0,5,5,1,551,11,Loyal Visitors
8618,10208446.0,2.0,45527.0,3,2,5,325,10,High Spenders
8619,12082369.0,6.0,14748.0,5,5,2,552,12,Loyal Visitors
8620,4356635.0,6.0,11921.0,1,5,1,151,7,Need Attention
8621,12105464.0,6.0,22672.0,5,5,3,553,13,Champions
8622,9396116.0,3.0,25229.0,3,3,4,334,10,High Spenders
8623,9511581.0,7.0,14194.0,3,5,2,352,10,Loyal Visitors
8624,11281621.0,7.0,20930.0,4,5,3,453,12,Loyal Visitors
8626,6487579.0,3.0,36427.0,2,3,5,235,10,High Spenders
8627,7543859.0,1.0,18799.0,2,1,3,213,6,Hibernating
8628,6725961.0,1.0,27417.0,2,1,4,214,7,At Risk
8629,,,17226.0,,,2,---,2,No Basket History
8630,10770601.0,7.0,45077.0,4,5,5,455,14,Champions
8631,,,21822.0,,,3,---,3,No Basket History
8632,11330271.0,3.0,8762.0,4,3,1,431,8,Promising
8633,6641499.0,1.0,21308.0,2,1,3,213,6,Hibernating
8634,,,27516.0,,,4,---,4,No Basket History
8635,10880204.0,2.0,45241.0,4,2,5,425,11,High Spenders
8636,6818742.0,10.0,38124.0,2,5,5,255,12,High Spenders
8637,11156034.0,2.0,36193.0,4,2,5,425,11,High Spenders
8638,11838419.0,4.0,21872.0,5,4,3,543,12,Loyal Visitors
8639,5506621.0,2.0,37994.0,1,2,5,125,8,At Risk
8640,,,15533.0,,,2,---,2,No Basket History
8642,10749279.0,2.0,31497.0,4,2,4,424,10,High Spenders
8643,6671750.0,1.0,11997.0,2,1,1,211,4,Hibernating
8644,10994373.0,6.0,45664.0,4,5,5,455,14,Champions
8645,10987289.0,4.0,13101.0,4,4,1,441,9,Promising
8646,,,15165.0,,,2,---,2,No Basket History
