customer_id,recency_invoice,frequency,total_spending,R_score,F_score,M_score,RFM_code,RFM_total
8805,,,9011.0,,,1,---,1
8806,10801627.0,4.0,72633.0,4,4,5,445,13
8807,2962583.0,1.0,39325.0,1,1,5,115,7
8809,12194490.0,10.0,17775.0,5,5,3,553,13
8810,11780500.0,4.0,44318.0,5,4,5,545,14
8811,3615167.0,2.0,19014.0,1,2,3,123,6
8812,11052242.0,6.0,19215.0,4,5,3,453,12
8813,1648942.0,1.0,58825.0,1,1,5,115,7
8814,10980984.0,11.0,19818.0,4,5,3,453,12
8815,8248750.0,5.0,12461.0,2,4,1,241,7
8816,4555234.0,2.0,8020.0,1,2,1,121,4
8817,11141534.0,6.0,14688.0,4,5,2,452,11
8818,10325775.0,2.0,24883.0,3,2,4,324,9
8819,9996055.0,2.0,27942.0,3,2,4,324,9
8820,9000405.0,4.0,26240.0,3,4,4,344,11
8821,11945767.0,2.0,12812.0,5,2,1,521,8
8823,4216726.0,1.0,31584.0,1,1,4,114,6
8824,4015891.0,1.0,26132.0,1,1,4,114,6
8827,8426046.0,2.0,34277.0,2,2,5,225,9
8828,9303231.0,1.0,27753.0,3,1,4,314,8
8829,,,6360.0,,,1,---,1
8830,6516788.0,3.0,13814.0,2,3,2,232,7
8831,7439914.0,1.0,11668.0,2,1,1,211,4
8832,856877.0,1.0,20739.0,1,1,3,113,5
8833,8817833.0,1.0,29714.0,3,1,4,314,8
8834,11552998.0,6.0,22561.0,5,5,3,553,13
8835,3128726.0,1.0,14498.0,1,1,2,112,4
8836,8151890.0,2.0,9258.0,2,2,1,221,5
8837,,,37070.0,,,5,---,5
8838,4604389.0,2.0,41901.0,1,2,5,125,8
8839,8996418.0,3.0,28090.0,3,3,4,334,10
8840,8781668.0,2.0,11729.0,2,2,1,221,5
8841,1588762.0,1.0,39604.0,1,1,5,115,7
8842,11990968.0,20.0,24448.0,5,5,4,554,14
8843,7402494.0,1.0,12803.0,2,1,1,211,4
8844,11185012.0,4.0,26482.0,4,4,4,444,12
8845,10707303.0,3.0,40318.0,4,3,5,435,12
8846,3709755.0,2.0,12995.0,1,2,1,121,4
8847,8598400.0,2.0,44480.0,2,2,5,225,9
8848,6554612.0,1.0,6028.0,2,1,1,211,4
8849,11711674.0,6.0,21982.0,5,5,3,553,13
8850,7008079.0,2.0,9560.0,2,2,1,221,5
8851,8942842.0,3.0,84062.0,3,3,5,335,11
8852,10370873.0,4.0,28074.0,3,4,4,344,11
8854,10519079.0,1.0,25554.0,4,1,4,414,9
8855,842113.0,1.0,11805.0,1,1,1,111,3
8857,11372045.0,4.0,10074.0,4,4,1,441,9
8858,,,43616.0,,,5,---,5
8860,10179263.0,5.0,8617.0,3,4,1,341,8
8861,,,28937.0,,,4,---,4
8862,11667475.0,4.0,19535.0,5,4,3,543,12
8865,9912879.0,1.0,6850.0,3,1,1,311,5
8866,,,35979.0,,,5,---,5
8867,10275442.0,1.0,38847.0,3,1,5,315,9
8868,12219280.0,13.0,12995.0,5,5,1,551,11
8869,12103112.0,2.0,6432.0,5,2,1,521,8
8870,8337144.0,2.0,21260.0,2,2,3,223,7
8872,11206036.0,4.0,15807.0,4,4,2,442,10
8875,11076572.0,3.0,15998.0,4,3,2,432,9
8876,10415849.0,9.0,23107.0,4,5,4,454,13
8877,,,18040.0,,,3,---,3
8878,12221000.0,5.0,24326.0,5,4,4,544,13
8879,9303143.0,2.0,22794.0,3,2,3,323,8
8881,5006807.0,1.0,22160.0,1,1,3,113,5
8882,2479440.0,1.0,11584.0,1,1,1,111,3
8883,5150121.0,4.0,39075.0,1,4,5,145,10
8884,12149147.0,1.0,25471.0,5,1,4,514,10
8885,3147078.0,1.0,13093.0,1,1,1,111,3
8886,12077308.0,3.0,28643.0,5,3,4,534,12
8887,10972241.0,6.0,39144.0,4,5,5,455,14
8888,9701337.0,1.0,13781.0,3,1,2,312,6
8889,4761488.0,3.0,15033.0,1,3,2,132,6
8890,8672627.0,1.0,89396.0,2,1,5,215,8
8891,5375021.0,1.0,7359.0,1,1,1,111,3
8893,11020150.0,5.0,15656.0,4,4,2,442,10
8894,8954181.0,2.0,29430.0,3,2,4,324,9
8895,6826141.0,2.0,12348.0,2,2,1,221,5
8896,10293338.0,5.0,7485.0,3,4,1,341,8
8897,,,27349.0,,,4,---,4
8898,7640430.0,1.0,11631.0,2,1,1,211,4
8901,8786172.0,2.0,17804.0,2,2,3,223,7
8902,6577614.0,6.0,24441.0,2,5,4,254,11
8903,11644799.0,4.0,22167.0,5,4,3,543,12
8904,10476071.0,10.0,7648.0,4,5,1,451,10
8907,11241281.0,3.0,42532.0,4,3,5,435,12
8908,11923751.0,3.0,39420.0,5,3,5,535,13
8909,2717179.0,2.0,15893.0,1,2,2,122,5
8910,10808258.0,2.0,29309.0,4,2,4,424,10
8912,,,23104.0,,,4,---,4
8913,11608346.0,6.0,11619.0,5,5,1,551,11
8914,1534438.0,3.0,20361.0,1,3,3,133,7
8915,9215394.0,6.0,20285.0,3,5,3,353,11
8916,11239927.0,6.0,34454.0,4,5,5,455,14
8917,5025599.0,1.0,29548.0,1,1,4,114,6
8918,10304311.0,3.0,58732.0,3,3,5,335,11
8920,11455558.0,2.0,28325.0,4,2,4,424,10
8921,11138714.0,9.0,24003.0,4,5,4,454,13
8922,,,11975.0,,,1,---,1
8923,9013801.0,4.0,11654.0,3,4,1,341,8
8924,,,48793.0,,,5,---,5
8926,11914691.0,3.0,49916.0,5,3,5,535,13
8928,11273516.0,3.0,22903.0,4,3,3,433,10
8929,7953875.0,3.0,19515.0,2,3,3,233,8
8930,10262287.0,3.0,29063.0,3,3,4,334,10
8931,10306085.0,2.0,33715.0,3,2,5,325,10
8932,11217800.0,5.0,14064.0,4,4,2,442,10
8933,5495458.0,2.0,8071.0,1,2,1,121,4
8934,9845075.0,2.0,14871.0,3,2,2,322,7
8935,9162616.0,2.0,20124.0,3,2,3,323,8
8936,12090591.0,7.0,31407.0,5,5,4,554,14
8937,12021601.0,5.0,29516.0,5,4,4,544,13
8941,4804664.0,2.0,17832.0,1,2,3,123,6
8942,3328246.0,2.0,49493.0,1,2,5,125,8
8943,8405157.0,2.0,27149.0,2,2,4,224,8
8944,9285088.0,5.0,21403.0,3,4,3,343,10
8946,9410136.0,1.0,21950.0,3,1,3,313,7
8947,10400436.0,3.0,13584.0,4,3,2,432,9
8948,6111744.0,1.0,15374.0,2,1,2,212,5
8949,10843908.0,3.0,13596.0,4,3,2,432,9
8951,11509046.0,5.0,38213.0,5,4,5,545,14
8952,11625364.0,7.0,8302.0,5,5,1,551,11
8953,9267242.0,2.0,21027.0,3,2,3,323,8
8954,9655091.0,2.0,19635.0,3,2,3,323,8
8955,8896036.0,1.0,34716.0,3,1,5,315,9
8956,11524406.0,6.0,15586.0,5,5,2,552,12
8957,9488448.0,1.0,18780.0,3,1,3,313,7
8958,10784667.0,4.0,33654.0,4,4,5,445,13
8959,,,17539.0,,,2,---,2
8960,9788179.0,5.0,18025.0,3,4,3,343,10
8961,4767274.0,1.0,31015.0,1,1,4,114,6
8962,9080195.0,2.0,12156.0,3,2,1,321,6
8963,7754925.0,3.0,11444.0,2,3,1,231,6
8964,4427269.0,5.0,15482.0,1,4,2,142,7
8965,,,10505.0,,,1,---,1
8966,10918011.0,5.0,15968.0,4,4,2,442,10
8968,12010859.0,3.0,26263.0,5,3,4,534,12
8969,5986104.0,2.0,14432.0,1,2,2,122,5
8970,11323218.0,3.0,27352.0,4,3,4,434,11
8971,10459321.0,2.0,13265.0,4,2,1,421,7
8973,7233965.0,2.0,11111.0,2,2,1,221,5
8974,3926283.0,1.0,20694.0,1,1,3,113,5
8975,7135184.0,2.0,20769.0,2,2,3,223,7
8976,5211370.0,2.0,34551.0,1,2,5,125,8
8977,10665533.0,7.0,18891.0,4,5,3,453,12
8978,11147886.0,3.0,14092.0,4,3,2,432,9
8979,12004801.0,5.0,18433.0,5,4,3,543,12
8980,4857435.0,1.0,30044.0,1,1,4,114,6
8981,,,96475.0,,,5,---,5
8982,11114125.0,6.0,22366.0,4,5,3,453,12
8983,6057756.0,2.0,62406.0,1,2,5,125,8
8984,11988767.0,3.0,60354.0,5,3,5,535,13
8985,,,15884.0,,,2,---,2
8986,8566272.0,6.0,15770.0,2,5,2,252,9
8987,4651217.0,1.0,19335.0,1,1,3,113,5
8988,2944511.0,1.0,27905.0,1,1,4,114,6
8989,,,13868.0,,,2,---,2
8990,10957896.0,2.0,10308.0,4,2,1,421,7
8991,10397184.0,5.0,23434.0,4,4,4,444,12
8992,11255229.0,2.0,36186.0,4,2,5,425,11
8993,11130606.0,1.0,20135.0,4,1,3,413,8
8994,12014734.0,7.0,20713.0,5,5,3,553,13
8996,11409938.0,3.0,13037.0,4,3,1,431,8
8997,,,14375.0,,,2,---,2
8998,11545778.0,6.0,25331.0,5,5,4,554,14
8999,11639337.0,3.0,17856.0,5,3,3,533,11
9000,8229181.0,3.0,39272.0,2,3,5,235,10
9002,8807153.0,2.0,17234.0,3,2,2,322,7
9003,1601028.0,1.0,51874.0,1,1,5,115,7
9004,2595271.0,2.0,50088.0,1,2,5,125,8
9006,7990242.0,1.0,47116.0,2,1,5,215,8
9007,5761791.0,1.0,12865.0,1,1,1,111,3
9008,4583911.0,2.0,33233.0,1,2,5,125,8
9009,,,11098.0,,,1,---,1
9010,9235713.0,7.0,14665.0,3,5,2,352,10
9011,10763160.0,5.0,61851.0,4,4,5,445,13
9014,10327116.0,5.0,19611.0,3,4,3,343,10
9015,10031660.0,2.0,22647.0,3,2,3,323,8
9016,442700.0,1.0,26836.0,1,1,4,114,6
9019,8454048.0,2.0,16547.0,2,2,2,222,6
9021,,,19098.0,,,3,---,3
9022,8062455.0,1.0,45771.0,2,1,5,215,8
9025,7707321.0,3.0,39792.0,2,3,5,235,10
9026,11313238.0,9.0,14864.0,4,5,2,452,11
9027,7238502.0,1.0,18487.0,2,1,3,213,6
9029,7611629.0,4.0,41208.0,2,4,5,245,11
9031,10481380.0,2.0,30328.0,4,2,4,424,10
9032,11388176.0,7.0,28132.0,4,5,4,454,13
9033,9114179.0,4.0,20428.0,3,4,3,343,10
9035,5341313.0,1.0,18848.0,1,1,3,113,5
9037,10080058.0,7.0,28977.0,3,5,4,354,12
9038,8936790.0,7.0,50121.0,3,5,5,355,13
9039,10330336.0,4.0,12069.0,3,4,1,341,8
9040,10819923.0,5.0,8746.0,4,4,1,441,9
9041,10311790.0,3.0,41063.0,3,3,5,335,11
9042,4182524.0,1.0,18404.0,1,1,3,113,5
9043,,,19394.0,,,3,---,3
9044,9023306.0,5.0,38545.0,3,4,5,345,12
9045,1026474.0,2.0,15515.0,1,2,2,122,5
9046,297844.0,1.0,30555.0,1,1,4,114,6
9048,10748390.0,8.0,22436.0,4,5,3,453,12
9049,9553892.0,7.0,27175.0,3,5,4,354,12
9050,12233430.0,7.0,43448.0,5,5,5,555,15
9053,6639447.0,1.0,16364.0,2,1,2,212,5
9054,,,16452.0,,,2,---,2
9055,6900954.0,2.0,40599.0,2,2,5,225,9
9056,11863225.0,9.0,6761.0,5,5,1,551,11
9057,3614100.0,1.0,15993.0,1,1,2,112,4
9058,9199414.0,5.0,8527.0,3,4,1,341,8
9059,11502612.0,2.0,23291.0,5,2,4,524,11
9061,8693533.0,2.0,18706.0,2,2,3,223,7
9062,10174917.0,1.0,7862.0,3,1,1,311,5
9063,3998760.0,2.0,14581.0,1,2,2,122,5
9064,,,14450.0,,,2,---,2
9065,11829940.0,2.0,23023.0,5,2,3,523,10
9067,9746602.0,3.0,62339.0,3,3,5,335,11
9068,,,64684.0,,,5,---,5
9069,9180807.0,2.0,31180.0,3,2,4,324,9
9070,11460579.0,5.0,20778.0,5,4,3,543,12
9071,6693405.0,3.0,40103.0,2,3,5,235,10
9072,9313690.0,2.0,23624.0,3,2,4,324,9
9073,11034758.0,18.0,29072.0,4,5,4,454,13
9074,8206396.0,2.0,14470.0,2,2,2,222,6
9075,9699371.0,6.0,51173.0,3,5,5,355,13
9076,10465303.0,1.0,11539.0,4,1,1,411,6
9077,6437081.0,2.0,65095.0,2,2,5,225,9
9079,11266229.0,3.0,14783.0,4,3,2,432,9
9080,2717426.0,1.0,11056.0,1,1,1,111,3
9081,9840363.0,6.0,19173.0,3,5,3,353,11
9082,10449886.0,3.0,27978.0,4,3,4,434,11
9083,11511789.0,4.0,9612.0,5,4,1,541,10
9084,10480568.0,3.0,23857.0,4,3,4,434,11
9086,11360420.0,4.0,50175.0,4,4,5,445,13
9087,8889889.0,3.0,63891.0,3,3,5,335,11
9088,7735591.0,1.0,21483.0,2,1,3,213,6
9090,6594318.0,3.0,5283.0,2,3,1,231,6
9091,12151337.0,3.0,33271.0,5,3,5,535,13
9092,12153002.0,6.0,16981.0,5,5,2,552,12
9093,7554798.0,2.0,9338.0,2,2,1,221,5
9095,8731501.0,1.0,41356.0,2,1,5,215,8
9096,11367054.0,4.0,25357.0,4,4,4,444,12
9097,,,24987.0,,,4,---,4
9098,10629216.0,6.0,20813.0,4,5,3,453,12
9100,10705933.0,8.0,65755.0,4,5,5,455,14
9101,11406825.0,2.0,17647.0,4,2,3,423,9
9102,,,52645.0,,,5,---,5
9103,9442061.0,3.0,10077.0,3,3,1,331,7
9104,6086583.0,5.0,20336.0,1,4,3,143,8
9105,11677300.0,5.0,57758.0,5,4,5,545,14
9106,9276269.0,1.0,45398.0,3,1,5,315,9
9107,,,17394.0,,,2,---,2
9110,11060982.0,4.0,32805.0,4,4,5,445,13
9111,8875049.0,5.0,40584.0,3,4,5,345,12
9112,10074330.0,5.0,24669.0,3,4,4,344,11
9113,5512400.0,1.0,33907.0,1,1,5,115,7
9114,4424645.0,4.0,14927.0,1,4,2,142,7
9116,7917395.0,1.0,19486.0,2,1,3,213,6
9117,1840560.0,1.0,13606.0,1,1,2,112,4
9118,,,61912.0,,,5,---,5
9120,10874546.0,2.0,12692.0,4,2,1,421,7
9121,9455393.0,6.0,34315.0,3,5,5,355,13
9122,,,33920.0,,,5,---,5
9123,9074286.0,8.0,32285.0,3,5,5,355,13
9124,7571117.0,1.0,65406.0,2,1,5,215,8
9125,,,23299.0,,,4,---,4
9126,7760258.0,3.0,16381.0,2,3,2,232,7
9127,11692623.0,1.0,8948.0,5,1,1,511,7
9128,8174226.0,4.0,10537.0,2,4,1,241,7
9130,,,32571.0,,,5,---,5
9131,11899949.0,8.0,37723.0,5,5,5,555,15
9132,2421948.0,1.0,8490.0,1,1,1,111,3
9133,4227760.0,4.0,24778.0,1,4,4,144,9
9134,10801381.0,6.0,26322.0,4,5,4,454,13
9135,10411740.0,2.0,47106.0,4,2,5,425,11
9136,223199.0,1.0,8675.0,1,1,1,111,3
9137,10192672.0,8.0,17117.0,3,5,2,352,10
9138,11027840.0,2.0,15391.0,4,2,2,422,8
9140,10565974.0,3.0,66600.0,4,3,5,435,12
9141,11145384.0,4.0,12616.0,4,4,1,441,9
9142,11566028.0,8.0,18878.0,5,5,3,553,13
9143,8622522.0,2.0,13931.0,2,2,2,222,6
9144,4303333.0,3.0,17433.0,1,3,2,132,6
9145,9159217.0,6.0,44275.0,3,5,5,355,13
9146,6758594.0,2.0,17881.0,2,2,3,223,7
9147,9062124.0,2.0,18477.0,3,2,3,323,8
9148,,,14821.0,,,2,---,2
9149,9775962.0,1.0,21815.0,3,1,3,313,7
9151,10454697.0,7.0,17725.0,4,5,3,453,12
9152,11763873.0,9.0,36939.0,5,5,5,555,15
9153,3295721.0,2.0,15299.0,1,2,2,122,5
9154,6942142.0,2.0,33453.0,2,2,5,225,9
9155,12028965.0,3.0,15555.0,5,3,2,532,10
9156,5113603.0,3.0,19399.0,1,3,3,133,7
9157,11108561.0,8.0,26644.0,4,5,4,454,13
9158,7565988.0,2.0,32071.0,2,2,4,224,8
9159,11249055.0,5.0,30549.0,4,4,4,444,12
9160,1077095.0,1.0,34141.0,1,1,5,115,7
9162,,,13367.0,,,2,---,2
9163,11748308.0,8.0,14124.0,5,5,2,552,12
9164,,,20036.0,,,3,---,3
9166,7211998.0,1.0,75333.0,2,1,5,215,8
9167,11761325.0,4.0,29616.0,5,4,4,544,13
9168,11684911.0,6.0,14142.0,5,5,2,552,12
9169,11643927.0,4.0,38592.0,5,4,5,545,14
9170,9333123.0,5.0,9178.0,3,4,1,341,8
9171,6424190.0,1.0,54897.0,2,1,5,215,8
9172,10752546.0,4.0,26964.0,4,4,4,444,12
9173,2949226.0,1.0,7291.0,1,1,1,111,3
9174,12059427.0,11.0,29373.0,5,5,4,554,14
9175,9924606.0,4.0,50936.0,3,4,5,345,12
9176,11521861.0,2.0,71562.0,5,2,5,525,12
9177,10785602.0,18.0,19147.0,4,5,3,453,12
9179,9082853.0,6.0,11764.0,3,5,1,351,9
9180,11438114.0,2.0,16882.0,4,2,2,422,8
9181,8530771.0,8.0,16935.0,2,5,2,252,9
9182,10362123.0,3.0,45562.0,3,3,5,335,11
9183,11887176.0,3.0,9310.0,5,3,1,531,9
9184,5385686.0,2.0,23346.0,1,2,4,124,7
9185,5604036.0,3.0,30557.0,1,3,4,134,8
9186,6433185.0,1.0,22578.0,2,1,3,213,6
9188,6990852.0,3.0,35997.0,2,3,5,235,10
9189,6383594.0,1.0,19058.0,2,1,3,213,6
9191,9757213.0,4.0,19900.0,3,4,3,343,10
9192,6780999.0,1.0,15873.0,2,1,2,212,5
9194,,,21725.0,,,3,---,3
9195,,,63198.0,,,5,---,5
9196,4511512.0,1.0,40557.0,1,1,5,115,7
9197,11812878.0,6.0,25914.0,5,5,4,554,14
9198,11845552.0,4.0,21698.0,5,4,3,543,12
9199,,,25613.0,,,4,---,4
9200,10903786.0,11.0,10273.0,4,5,1,451,10
9202,8597053.0,3.0,13452.0,2,3,2,232,7
9203,9012513.0,3.0,15322.0,3,3,2,332,8
9204,11843347.0,1.0,91766.0,5,1,5,515,11
9205,9473933.0,3.0,40280.0,3,3,5,335,11
9206,9770158.0,2.0,16031.0,3,2,2,322,7
9208,11307255.0,4.0,18642.0,4,4,3,443,11
9209,,,11306.0,,,1,---,1
9210,7991735.0,2.0,16368.0,2,2,2,222,6
9211,9203547.0,2.0,28870.0,3,2,4,324,9
9212,6929880.0,3.0,25638.0,2,3,4,234,9
9214,11311166.0,1.0,16972.0,4,1,2,412,7
9215,,,24099.0,,,4,---,4
9216,11351242.0,1.0,19166.0,4,1,3,413,8
9217,6266214.0,2.0,24883.0,2,2,4,224,8
9218,10815386.0,6.0,31995.0,4,5,4,454,13
9219,,,32413.0,,,5,---,5
9220,11970354.0,5.0,13994.0,5,4,2,542,11
9221,2145761.0,1.0,17805.0,1,1,3,113,5
9222,7612349.0,1.0,13251.0,2,1,1,211,4
9225,,,32364.0,,,5,---,5
9226,7968909.0,4.0,14357.0,2,4,2,242,8
9228,12137710.0,1.0,10260.0,5,1,1,511,7
9229,9769624.0,4.0,23297.0,3,4,4,344,11
9231,9059325.0,3.0,15777.0,3,3,2,332,8
9232,,,13653.0,,,2,---,2
9233,8157476.0,2.0,23114.0,2,2,4,224,8
9234,7697606.0,5.0,33050.0,2,4,5,245,11
9235,8297522.0,3.0,46205.0,2,3,5,235,10
9236,9154933.0,3.0,48258.0,3,3,5,335,11
9237,,,23692.0,,,4,---,4
9238,10286112.0,2.0,14984.0,3,2,2,322,7
9239,9250693.0,1.0,23478.0,3,1,4,314,8
9240,11219311.0,5.0,11614.0,4,4,1,441,9
9241,12018140.0,7.0,15962.0,5,5,2,552,12
9242,,,39818.0,,,5,---,5
9243,9064290.0,3.0,13788.0,3,3,2,332,8
9245,10433636.0,3.0,30340.0,4,3,4,434,11
9246,8723424.0,1.0,12177.0,2,1,1,211,4
9247,,,9307.0,,,1,---,1
9248,,,94217.0,,,5,---,5
9249,,,17221.0,,,2,---,2
9250,,,16774.0,,,2,---,2
9252,,,39835.0,,,5,---,5
9253,3938723.0,1.0,16896.0,1,1,2,112,4
9254,8756478.0,2.0,13143.0,2,2,1,221,5
9255,,,12448.0,,,1,---,1
9256,9862717.0,2.0,20980.0,3,2,3,323,8
9258,10056248.0,1.0,11510.0,3,1,1,311,5
9261,11675356.0,6.0,16536.0,5,5,2,552,12
9263,7864108.0,2.0,56555.0,2,2,5,225,9
9265,,,41622.0,,,5,---,5
9266,,,9032.0,,,1,---,1
9267,8604293.0,1.0,7937.0,2,1,1,211,4
9268,,,23106.0,,,4,---,4
9269,8213530.0,2.0,43597.0,2,2,5,225,9
9270,10233673.0,5.0,38331.0,3,4,5,345,12
9271,9939352.0,7.0,28094.0,3,5,4,354,12
9272,10160800.0,4.0,33228.0,3,4,5,345,12
9273,2653030.0,1.0,24385.0,1,1,4,114,6
9274,9262700.0,7.0,26118.0,3,5,4,354,12
9275,5310145.0,6.0,28779.0,1,5,4,154,10
9276,11661983.0,1.0,10646.0,5,1,1,511,7
9277,8054754.0,5.0,18590.0,2,4,3,243,9
9278,7368964.0,2.0,27993.0,2,2,4,224,8
9279,9815158.0,3.0,61195.0,3,3,5,335,11
9280,9553426.0,1.0,58674.0,3,1,5,315,9
9281,10186098.0,3.0,16610.0,3,3,2,332,8
9282,9355255.0,2.0,15132.0,3,2,2,322,7
9283,11830446.0,9.0,30959.0,5,5,4,554,14
9284,3377123.0,1.0,15325.0,1,1,2,112,4
9285,11426686.0,6.0,14391.0,4,5,2,452,11
9286,,,13308.0,,,1,---,1
9288,8369157.0,1.0,20026.0,2,1,3,213,6
9290,10650167.0,7.0,11714.0,4,5,1,451,10
9292,4115305.0,2.0,5374.0,1,2,1,121,4
9293,9602419.0,4.0,17750.0,3,4,3,343,10
9294,,,26609.0,,,4,---,4
9295,11465269.0,2.0,20803.0,5,2,3,523,10
9296,8929743.0,4.0,16429.0,3,4,2,342,9
9297,7564472.0,3.0,46146.0,2,3,5,235,10
9298,4157371.0,1.0,19462.0,1,1,3,113,5
9299,10919205.0,5.0,21824.0,4,4,3,443,11
9300,5589499.0,3.0,63068.0,1,3,5,135,9
9301,,,12892.0,,,1,---,1
9303,10639258.0,6.0,33716.0,4,5,5,455,14
9304,7671140.0,1.0,22057.0,2,1,3,213,6
9305,10281798.0,3.0,20474.0,3,3,3,333,9
9306,3687853.0,3.0,26561.0,1,3,4,134,8
9307,11755888.0,1.0,79227.0,5,1,5,515,11
9308,10783733.0,2.0,12895.0,4,2,1,421,7
9310,11040200.0,3.0,37943.0,4,3,5,435,12
9313,11079775.0,3.0,10914.0,4,3,1,431,8
9316,8821820.0,1.0,25160.0,3,1,4,314,8
9317,4137745.0,1.0,48258.0,1,1,5,115,7
9319,,,17373.0,,,2,---,2
9322,8752982.0,5.0,7199.0,2,4,1,241,7
9323,7078865.0,2.0,21642.0,2,2,3,223,7
9324,10706045.0,2.0,33882.0,4,2,5,425,11
9325,,,19963.0,,,3,---,3
9327,11182283.0,5.0,33758.0,4,4,5,445,13
9328,10153131.0,1.0,27674.0,3,1,4,314,8
9329,10981214.0,1.0,17553.0,4,1,2,412,7
9330,11207583.0,5.0,19102.0,4,4,3,443,11
9331,10124390.0,9.0,18949.0,3,5,3,353,11
9332,8915607.0,2.0,9811.0,3,2,1,321,6
9333,,,18212.0,,,3,---,3
9334,,,50986.0,,,5,---,5
9335,9723673.0,5.0,35515.0,3,4,5,345,12
9336,5132130.0,3.0,10472.0,1,3,1,131,5
9337,7772024.0,7.0,15951.0,2,5,2,252,9
9338,4377395.0,1.0,32331.0,1,1,5,115,7
9339,1688874.0,1.0,35818.0,1,1,5,115,7
9340,10004472.0,7.0,32983.0,3,5,5,355,13
9341,7709298.0,1.0,22449.0,2,1,3,213,6
9343,10540278.0,8.0,23978.0,4,5,4,454,13
9344,10690802.0,2.0,16172.0,4,2,2,422,8
9345,9186056.0,3.0,39144.0,3,3,5,335,11
9346,5293848.0,3.0,6835.0,1,3,1,131,5
9348,3643572.0,2.0,45738.0,1,2,5,125,8
9349,10822737.0,8.0,12603.0,4,5,1,451,10
9351,9698426.0,4.0,19570.0,3,4,3,343,10
9352,10642676.0,3.0,24303.0,4,3,4,434,11
9353,10504902.0,4.0,47816.0,4,4,5,445,13
9354,6280126.0,3.0,25557.0,2,3,4,234,9
9355,10979273.0,1.0,57639.0,4,1,5,415,10
9357,2574320.0,1.0,15576.0,1,1,2,112,4
9358,4702823.0,2.0,12619.0,1,2,1,121,4
9359,10788041.0,9.0,14445.0,4,5,2,452,11
9360,7954964.0,1.0,8891.0,2,1,1,211,4
9362,11615107.0,7.0,14890.0,5,5,2,552,12
9363,11506223.0,2.0,8886.0,5,2,1,521,8
9364,7863491.0,2.0,39064.0,2,2,5,225,9
9365,3861460.0,3.0,39086.0,1,3,5,135,9
9366,11715939.0,6.0,10090.0,5,5,1,551,11
9367,,,14487.0,,,2,---,2
9368,10701394.0,4.0,9160.0,4,4,1,441,9
9369,11729840.0,9.0,21915.0,5,5,3,553,13
9370,11704639.0,2.0,10468.0,5,2,1,521,8
9371,12086708.0,7.0,13480.0,5,5,2,552,12
9372,11946141.0,6.0,6959.0,5,5,1,551,11
9373,11817303.0,3.0,32620.0,5,3,5,535,13
9375,3697561.0,1.0,7735.0,1,1,1,111,3
9377,5563765.0,1.0,11857.0,1,1,1,111,3
9378,7716830.0,2.0,10119.0,2,2,1,221,5
9379,10961382.0,18.0,18220.0,4,5,3,453,12
9380,3462593.0,1.0,12984.0,1,1,1,111,3
9381,7211617.0,9.0,17872.0,2,5,3,253,10
9382,2240539.0,3.0,29703.0,1,3,4,134,8
9383,,,46186.0,,,5,---,5
9384,9941013.0,4.0,34551.0,3,4,5,345,12
9385,11125900.0,9.0,23165.0,4,5,4,454,13
9386,,,14652.0,,,2,---,2
9387,10610785.0,4.0,30780.0,4,4,4,444,12
9388,8217050.0,3.0,5258.0,2,3,1,231,6
9389,12005474.0,5.0,14303.0,5,4,2,542,11
9390,,,11462.0,,,1,---,1
9391,,,9458.0,,,1,---,1
9392,12236135.0,4.0,20096.0,5,4,3,543,12
9393,1053201.0,1.0,32821.0,1,1,5,115,7
9394,8552550.0,1.0,3047.0,2,1,1,211,4
9395,6199844.0,1.0,9829.0,2,1,1,211,4
9396,11017484.0,3.0,17991.0,4,3,3,433,10
9397,3962948.0,4.0,27481.0,1,4,4,144,9
9398,11626460.0,4.0,30711.0,5,4,4,544,13
9399,7981481.0,3.0,13075.0,2,3,1,231,6
9400,,,24086.0,,,4,---,4
9402,5151893.0,1.0,24180.0,1,1,4,114,6
9403,10615500.0,2.0,33654.0,4,2,5,425,11
9404,12177236.0,3.0,30658.0,5,3,4,534,12
9406,12182691.0,11.0,21951.0,5,5,3,553,13
9407,5839357.0,3.0,19929.0,1,3,3,133,7
9408,11806758.0,5.0,20420.0,5,4,3,543,12
9409,8278935.0,1.0,7172.0,2,1,1,211,4
9410,11235724.0,4.0,22103.0,4,4,3,443,11
9411,9989126.0,2.0,26839.0,3,2,4,324,9
9412,11441664.0,6.0,25179.0,4,5,4,454,13
9413,8257486.0,4.0,9827.0,2,4,1,241,7
9414,11089049.0,4.0,14612.0,4,4,2,442,10
9415,10660896.0,1.0,12090.0,4,1,1,411,6
9417,,,27876.0,,,4,---,4
9420,8444946.0,5.0,18801.0,2,4,3,243,9
9421,11909231.0,2.0,13610.0,5,2,2,522,9
9422,9503769.0,1.0,31274.0,3,1,4,314,8
9423,,,10763.0,,,1,---,1
9424,10625945.0,2.0,21872.0,4,2,3,423,9
9425,9360770.0,1.0,41258.0,3,1,5,315,9
9426,7496563.0,2.0,8686.0,2,2,1,221,5
9427,9936631.0,7.0,14172.0,3,5,2,352,10
9428,9840462.0,3.0,23299.0,3,3,4,334,10
9429,11832814.0,1.0,32112.0,5,1,5,515,11
9430,10030878.0,2.0,11179.0,3,2,1,321,6
9431,8287310.0,2.0,19831.0,2,2,3,223,7
